datetime,open,high,low,close,volume
2025-02-09 02:00:00,96373.2,96544,96230.3,96507.2,92947064.78752
2025-02-09 03:00:00,96507.2,96764.6,96389.9,96587.7,141934689.87989
2025-02-09 04:00:00,96587.8,96638.3,96363.6,96469.2,59149521.33626
2025-02-09 05:00:00,96469.2,96619.2,96353.5,96539.9,49551256.9843
2025-02-09 06:00:00,96539.9,96713.7,96384.6,96482.2,47673706.26206
2025-02-09 07:00:00,96482.3,96690,96426.7,96449.5,53981503.68944
2025-02-09 08:00:00,96449.5,96590,96351.9,96564.1,60460527.21326
2025-02-09 09:00:00,96564.1,96999,96475.9,96976.1,180522463.37091
2025-02-09 10:00:00,96975.5,97065.8,96680,96729.9,119421063.23544
2025-02-09 11:00:00,96730,97318,96694.2,97317.9,230095358.73204
2025-02-09 12:00:00,97317.9,97333,96934,97221.2,116197953.60574
2025-02-09 13:00:00,97221.3,97236,97002,97036.5,56963051.95872
2025-02-09 14:00:00,97036.4,97081.8,96775,97009,108090266.74142
2025-02-09 15:00:00,97009.1,97122,96924.3,97063.5,49622846.19213
2025-02-09 16:00:00,97063.5,97324,97058,97082.1,154665909.77235
2025-02-09 17:00:00,97082.1,97092,96905,96938.1,91686546.26179
2025-02-09 18:00:00,96938,96940.5,96630.1,96788.9,186530033.78373
2025-02-09 19:00:00,96788.8,97071.5,96551.4,96569,178984305.60205
2025-02-09 20:00:00,96570,96727.7,96300.1,96547.4,174378258.20693
2025-02-09 21:00:00,96547.4,96558.5,95817.6,95889.7,307100508.94028
2025-02-09 22:00:00,95889.7,96318.7,95664.6,96124,260366606.633
2025-02-09 23:00:00,96124,96666,96118.5,96489.6,241486927.44128
2025-02-10 00:00:00,96489.6,96564.8,96327,96454.5,89115005.10914
2025-02-10 01:00:00,96454.5,96589.9,95934.3,96167.9,178159593.3879
2025-02-10 02:00:00,96167.9,96287.9,95986,96220.1,73963637.87425
2025-02-10 03:00:00,96220,96288,95900,96060.9,70943592.31362
2025-02-10 04:00:00,96060.9,96781.7,96043.6,96328.7,193398516.35174
2025-02-10 05:00:00,96328.8,96350.7,94707.4,95167.2,597292661.63866
2025-02-10 06:00:00,95167.2,96465.6,94769,95827.8,400481683.71109
2025-02-10 07:00:00,95827.8,96580,95730,96465,211386488.74374
2025-02-10 08:00:00,96464.9,97142.4,96458,96726.1,302002641.55375
2025-02-10 09:00:00,96726.2,96849.8,95250,95595.4,501650790.23262
2025-02-10 10:00:00,95595.4,96092.1,95420.7,95815.8,268233271.94373
2025-02-10 11:00:00,95815.9,97099.9,95778.4,96819.9,461659377.82482
2025-02-10 12:00:00,96820,97185.1,96637.9,96943.3,247948771.22904
2025-02-10 13:00:00,96943.3,97698.5,96772.7,97032.3,431730044.61406
2025-02-10 14:00:00,97032.4,97230.2,96792.1,97161.7,257818642.90009
2025-02-10 15:00:00,97161.7,97488,97118,97443,151199987.30558
2025-02-10 16:00:00,97442.9,97927.8,97360,97689,346518464.82046
2025-02-10 17:00:00,97689,97868,97468.7,97669.5,189241392.31063
2025-02-10 18:00:00,97669.5,97974.4,97600,97749.2,241947711.10536
2025-02-10 19:00:00,97749.1,97912.6,97627.5,97666.9,122874610.83622
2025-02-10 20:00:00,97666.8,97804.2,97180,97375.1,224314172.00278
2025-02-10 21:00:00,97375.1,98378.4,97368,98223.3,408861813.79246
2025-02-10 22:00:00,98223.3,98333.2,97075,97289.9,628543571.42174
2025-02-10 23:00:00,97289.9,97580,96870,97235.2,374267064.34004
2025-02-11 00:00:00,97235.1,97425.8,96880,97301.7,286046273.06403
